Category,Question
who,who said : `` what contemptible scoundrel stole the cork from my lunch ? ''
what,what 's a water funnel ?
what,what is a fear of worms ?
what,what is a chinese `` spouting '' bowl ?
what,what does an emperor do ?
what,what president kissed the queen mother on the lips ?
unknown,where does the tennis star stefan edberg come from ?
what,what continent pushes up the executive committee mountain range ?
unknown,how do they raise the cranes when building high-rise buildings ?
what,"what was al capone finally imprisoned for , in 1931 ?"
what,what food can i use to catch a possum ?
what,what was al capone 's nickname ?
who,who was the author of the famous fairy tale `` snow white and seven dwarfs '' ?
what,what is the largest city in germany ?
what,what is a fear of cholera ?
what,what park contains firehole river and fairy falls ?
what,what 's the largest island in the west indies ?
what,what new england state carries the telephone area code 27 ?
what,what is an example of a natural acid-base indicator ?
what,in what county is eckley colorado ?
unknown,how do i find info about rice importers in the world ?
unknown,"how much does it cost to have a tree planted by dialing , 900 , 740-tree ?"
what,what is the song stairway to heaven by led zeppelin about ?
unknown,how does hair curl ?
what,what are pushed and coupled in hump yards ?
unknown,how long do hermit crabs live ?
what,what city hosted the first winter olympics in asia ?
what,what is the origin of the first name ` breony ' ?
what,what month were you born in if your birthstone is sardonyx ?
who,who is behind the name of the harvey wallbanger drink ?
what,what is the origin of `` beauty is in the eye of the beholder '' ?
what,"what soft drink not only has its own video game , but was featured in its own marvel comic book ?"
what,what oldtime kids ' fare did tv guide writer jeff greenfield call `` one of the most...subversive tv shows in american history '' ?
what,madonna advertises for what soft drink ?
what,what does a&w of root beer fame stand for ?
what,what tennis term is said to come from the french word for egg ?
what,what does a collier mine ?
unknown,how much money can a person be fined for having a dog on a beach ?
what,"what desert country borders saudi arabia , iraq and the persian gulf ?"
what,what are the ages in comic book lingo ?
what,what kinds of animals are in cambodia ?
what,what south african producer had a 1988 profit of $836 million ?
what,what american actress was the first to be called a `` vamp '' ?
what,what do the 12 days of christmas mean ?
what,"what john steinbeck novel portrays the joad family , driven from the oklahoma dustbowl ?"
what,what date did man first land on the moon ?
unknown,where are the headquarters of eli lilly ?
unknown,how many web servers are there ?
what,what 's the last line of dickens 's a christmas carol ?
unknown,how many trees go into paper making in a year ?
unknown,where can i find info on research being done on oilseeds thru genetics ?
unknown,how come light bulbs go out ?
what,for what reason did the shea & gould law firm close their l.a. office ?
unknown,how far out is the universe ?
what,what is the difference between a bottle and a jar ?
what,what disease is the second-biggest killer of north americans ?
unknown,where did the mayan indians live ?
unknown,where was poe born ?
what,what happens to the female body with lack of sleep and food ?
what,what is a fear of crystals or glass ?
unknown,name a product that controls the ripening of apples .
unknown,how many warmup pitches does a reliever get coming into a baseball game ?
unknown,where did dylan thomas die ?
what,what common livestock have the greatest variety of breeds ?
what,what film had bette davis creating a scandal by wearing a daring red gown to a society ball ?
what,what disease did august von wassermann develop a specific test for in 196 ?
what,what card company sells christmas ornaments ?
what,how do i find out what cities are in a certain area code ?
what,what can communications satellites offer yachts ?
unknown,how many fig newtons are there to the pound ?
who,who is the premier of china ?
what,what cigar-chewing comedian observed : `` you 're only as old as the woman you feel '' ?
unknown,how many bones are there in the human hand ?
what,what bread company used to feature stickers of the cisco kid on the ends of their packages ?
who,who was the president of vichy france ?
unknown,whose kidnaping was termed the crime of the century ?
what,what is hydrogen ?
what,what group asked the musical question do you believe in magic ?
what,what was the tallest building in america in 1922 ?
what,what buxom blonde appeared on the cover of more than 5 magazines ?
what,what is recruitment interview technique ?
unknown,how does a hurricane form ?
what,what does the donation process entail ?
unknown,how far is it from phoenix to blythe ?
what,what new hampshire hamlet rises early to vote first in u.s. presidential elections ?
unknown,how many people watch network television ?
what,"what garment was named for bradley , voorhees and day ?"
who,who first broke the sound barrier ?
unknown,how do birds have sex ?
unknown,how many horses are there on a polo team ?
what,what 's destroyed in genesis 19 : 24 ?
what,what new year is celebrated on february 16th ?
what,what is occam 's razor ?
unknown,where do the grimace and mayor mccheese live ?
unknown,how long does it take to hike the entire appalachian trail ?
what,what role do fruits play in the survival of plants ?
unknown,where is the world championship sled dog race held each february ?
what,what are the medical purposes of `` clitoridectomy '' ?
unknown,how is thalassemia defined ?
what,what 's the name of the tampa newspaper ?
what,what is a storm surge ?
unknown,how do you use `` farther '' as opposed to `` further '' ?
what,what was the alternate to vhs ?
what,what is one of the languages of the sioux ?
what,what pulitzer prize-winning novelist ran for mayor of new york city ?
unknown,how many times can a nickel-cadmium rechargeable battery be recharged ?
unknown,how is cologne made ?
what,what was the food of the greek gods called ?
what,what does camera-ready art mean ?
unknown,how many seats does the batmobile sport ?
unknown,how many cards are dealt to each player in gin rummy ?
what,what happened to phillip taylor kramer ?
what,what erica jong novel deals with isadora wing 's fear ?
when,what time of year do most people fly ?
who,who was scrooge 's dead partner in dickens 's a christmas carol ?
what,what is the origin of the christmas tree ?
when,when is the thai new year ?
what,what four tournaments make up tennis ' grand slam ?
what,what 1964 film introduced the song my kind of town ?
who,who recorded the 1957 hit tammy ?
what,what is the term for the side of the mountain that faces the prevailing winds ?
what,"in kafka 's metamorphosis , the hero awakes one morning to find himself turned into what ?"
what,what does caliente translate to in english ?
who,who is mia farrow 's mother ?
unknown,how do you determine if a computer monitor has an svga adapter ?
unknown,how far can a human eye see ?
when,what time of year has the most air travel ?
what,what does the term `` spaghetti western '' mean ?
when,when was the g7 group of nations formed ?
what,what are differences between 1980 and 1990 ?
what,what baseball player was walked the most times ?
what,what famous male vocalist has the same name as the composer of the opera hansel and gretel ?
what,what were the first frozen foods ?
unknown,why is indiglo called indiglo ?
what,what is the word for love of pain or abuse ?
when,when did they canonize the bible ?
who,who was the only president to serve two nonconsecutive terms ?
what,what percentage of all world tornados touch down in the us ?
what,what labor leader was last seen in the parking lot of a michigan restaurant ?
when,when did the carolingian period begin ?
what,what motto ended merrie melodies cartoons ?
who,who reports the weather on the `` good morning america '' television show ?
unknown,how many emperors were there in the roman empire ?
what,what was the name of `` the muppets '' creator ?
what,what is cabarnet sauvignon ?
what,what is a virtual ip address ?
what,what 's the name of the tiger that advertises for frosted flakes cereal ?
who,"who sent the brief message `` i came , i saw , i conquered '' ?"
what,what color is mr. spock 's blood ?
what,what u.s. air force general led the first bombing raid over tokyo ?
what,what u.s. vice-president said : `` some newspapers dispose of their garbage by printing it '' ?
what,"what was the name of the first watergate special prosecutor , later fired by nixon ?"
unknown,how do movie blues screens work ?
unknown,how does the speed the magnet spins in a generator affect the output of the generator ?
what,what 's the supreme policy-making bureau of the soviet communist party ?
what,what was the vietnam war ?
what,what is la nina ?
unknown,why did the globe theatre burn down ?
what,on what day were john f and jackie kennedy married ?
what,"what was the non-fiction best-seller of 1952 , 1953 and 1954 ?"
what,what is meant by blood sed rate ?
who,who are the nomadic hunting and gathering tribe of the kalahari desert in africa ?
who,who won a pulitzer prize for his novel the caine mutiny ?
what,what 's the best way to lose the flab under your chin and around your face ?
unknown,where is your corpus callosum ?
what,"what broadway musical featured the song , `` if i were a rich man ? ''"
who,who portrayed sherlock holmes in 14 films between 1939 and 1946 ?
unknown,why is the development of space so important ?
what,what is the nursery rhyme rock-a-by baby about ?
when,"when superman needs to get away from it all , where does he go ?"
unknown,how old is singer freedy johnston ?
what,what is the origin of gametophytic tissue ?
what,what does aaron mean ?
what,what is a fear of hair ?
what,what is the name of the pop singer whose song became the theme song for a brand of catsup ?
what,what is a conifer ?
who,who claimed to be the world 's most perfectly-developed man ?
what,what is different about the red and black fox ?
what,what is e-commerce ?
unknown,how do i tie a tie ?
unknown,where can i get cotton textiles importer details ?
when,when did spain and korea start ambassadorial relations ?
what,what kind of people took part in shays ' rebellion in massachusetts in 1787 ?
what,what is chromatology ?
unknown,how many grooves are on a dime 's edge ?
unknown,how was the aclu formed ?
what,what are the most albums sold by one artist or band ?
what,the second most popular sport worldwide is what ?
what,what do goldfish lose if kept in dimly-lit or running water ?
what,what canal does the thatcher ferry bridge span ?
what,what american won the world grand prix driving championship in 1978 ?
what,what are the chances of pregnacy if the penis does not penetrate the vagina ?
what,what 's the highest hand in straight poker ?
unknown,where can i find a lesson plan for teaching the metric system conversion to american standard ?
what,what is the name of kevin costner 's movie about sioux indians ?
what,"what are kythnos , siphnos , seriphos and mykonos ?"
unknown,name a female figure skater .
unknown,why are there no white lines on pro footballs ?
unknown,how long would it take for a $ savings bond to mature ?
unknown,how is abigail arcane related to the villainous opponent of the swamp thing ?
what,what did the congress of vienna establish ?
what,what is the average cost for four years of medical school ?
what,what harmful chemicals are in bug spray ?
unknown,how many spears are there on kenya 's flag ?
what,what did mighty mouse always sing as he went into action ?
unknown,where did george of the jungle live ?
unknown,how did bob marley die ?
what,what 's men 's par on a 455-yard golf hole ?
what,what percentage of american men are alcoholic ?
unknown,"dialing , 900 , 740-tree to have a tree planted will cost how much ?"
unknown,"in south korea , how many american soldiers are there ?"
who,who portrayed carl bernstein in all the president 's men ?
what,what are the numbers that fit into fermont 's last theorem ?
who,who was tiny tim 's father ?
what,what does a heliologist study ?
who,who was bonnie blue butler 's father ?
what,"what shampoo prevents eczema , seborrhea , and psoriasis ?"
unknown,how many americans have hiv ?
unknown,where do i find information for foreclosure properties on the internet ?
who,who is the antichrist ?
what,what was the first english play written exclusively for children ?
unknown,which latin american country is the largest ?
what,what was the former residence of scottish kings in edinburgh ?
unknown,how many teats does a female goat sport ?
unknown,how tall is kilamanjaro ?
who,who was the lawyer who represented randy steven craft ?
what,what country buys 25 percent of the world 's tea exports ?
what,what country is the origin of the band the creeps ?
what,what did the crocodile swallow in peter pan ?
what,what is the origin of the word `` mushroom '' ?
unknown,which of the following celebrities was not born in philadelphia ?
what,what is the number of american soldiers deployed to south korea ?
unknown,where is the biggest bell ?
what,what is the brand name of the chemical daminozide ?
unknown,how do microwaves work ?
what,what magazine paid ernest hemingway $15 a word to write a bullfighting article ?
what,what is the estimated total u.s. whitetail deer population ?
who,who wrote the farmer 's almanac ?
what,"what animal received royal assent as an emblem of canada on march 24 , 1975 ?"
what,what number is at 12 o 'clock on a dartboard ?
unknown,which team won the super bowl in 1968 ?
what,what is the recommended daily requirement for folic acid for pregnant women ?
what,what film dramatized the scopes monkey trial ?
affirmation,cnn is owned by whom ?
what,what country offered albert einstein its presidency in 1952 ?
what,what is the highest roman numeral ?
what,"what tv series saw many of its aquatic scenes shot at silver springs , florida ?"
who,who was the 15th century fire-and-brimstone monk who gained control of florence but ended burnt at the stake ?
unknown,how is digital audio used ?
what,what is afs ?
who,who was quetzalcoatl ?
what,what operating system do ibm-compatible machines use ?
what,what french leader sold louisiana to the united states ?
what,"what bay sparkles next to miami , florida ?"
unknown,how many miles of veins are in the circulatory system ?
what,what famed river flows through bagdad ?
unknown,how is bubble wrap made ?
what,what is java ?
who,who is the prime minister of japan ?
what,what player squats an average of 3 times during a baseball doubleheader ?
what,what 's the most common name in nursery rhymes ?
what,how many `` no '' answers was the what 's my line ? panel allowed ?
what,what is the fine for having a dog on a beach ?
who,"who wrote the book , `` song of solomon '' ?"
unknown,"where can one find information on religion and health , the brain and nutrition ?"
unknown,name the ranger who was always after yogi bear .
what,what tv show did john sebastian sing the theme for ?
who,who is the president of the spanish government ?
who,who holds the career record for the most major league home runs ?
unknown,which of the following actors worked in new york 's yiddish theater ?
who,who invented the stethoscope ?
what,what is a mathematical factor ?
who,how many four star generals were there and who are they ?
when,when did nixon die ?
what,what was originally defined as one 1-millionth of the distance from the equator to the pole ?
what,what comedian hit the tv screen in 1951 with the nbc afternoon show time for ernie ?
unknown,how many members are in the california congressional delegation ?
what,what erupts every hour at yellowstone national park ?
what,what country contains the highest point in south america ?
what,what are arnold palmer 's fans called ?
who,who retired with 755 home runs to his credit ?
what,what constellation represents a hunter with club and shield ?
who,who developed potlatch ?
unknown,how long did shea and gould practice law in los angeles ?
what,what 's a perfect score in a gymnastics exercise ?
what,"what group included abbey hoffman , jerry rubin , and tom hayden ?"
what,what made jane goodall famous ?
what,at what age did rossini stop writing opera ?
what,what russian seaport has a name meaning `` lord of the east '' ?
unknown,name the two actress daughters of john mills .
unknown,how old was gene siskel ?
what,what can be done about snoring ?
what,what rocky mountain ridge separates north america 's eastward and westward-flowing rivers ?
who,who is the actress bette davis once said she wished she looked like ?
